,id,timestamp,queue_delay_port_137,number_of_packets_for_average_port_137,queue_delay_port_136,number_of_packets_for_average_port_136
632,321,820045245944849,1528455870,132,70176,130
633,322,820045601080184,524239100,152,80902,150
634,322,820045951726978,1145599307,322,172546,320
635,323,820046302770056,2684848896,287,153681,285
636,323,820046666019853,1506329059,162,86316,160
637,324,820047015178655,1724471643,242,129386,240
638,324,820047368048440,4094081391,302,161858,300
639,325,820047716118918,1378814302,342,183167,340
640,325,820048066362383,3518503803,332,177897,330
641,326,820048414198949,1735767422,172,70058,130
642,326,820048773284745,1997892413,357,148758,276
643,327,820049129350927,1094240778,342,183262,340
644,327,820049478789841,1985627661,322,172484,320
645,328,820049826660668,1796900848,322,172512,320
646,328,820050181347530,1400730960,372,199400,370
647,329,820050531586230,3995852871,297,159244,295
648,329,820050895431636,1158948696,342,183483,340
649,330,820051257785426,1057226608,312,59421,110
650,330,820051611031585,1164184164,202,44772,83
651,331,820051974811864,2407377243,162,24779,46
652,331,820052329089274,3325437932,342,53909,100
653,332,820052685749991,1946827786,307,36672,68
654,332,820053041239649,937683774,247,41554,77
655,333,820053392832951,842706886,192,33426,62
656,333,820053752179381,1451081105,147,48515,90
657,334,820054111617627,1671247051,282,150898,280
658,334,820054461458933,1861703792,307,164423,305
659,335,820054820054013,1413856501,297,159060,295
660,335,820055174305278,2817403135,312,167255,310
661,336,820055531108549,4022558812,297,159318,295
662,336,820055882044498,3716123460,247,72254,134
663,337,820056236955657,100224100,242,52357,97
664,337,820056593891138,2513236157,262,77124,143
665,338,820056948208176,1195811963,257,27544,51
666,338,820057300685491,3300322832,272,30780,57
667,339,820057654794603,2689092274,322,126848,235
668,339,820058008466337,1882758623,332,178196,330
669,340,820058371887159,3815996913,162,86519,160
670,340,820058726187006,3100511166,142,18477,34
671,341,820059084358730,589274526,242,37239,69
672,341,820059434101708,2946093910,297,42115,78
673,342,820059787690786,2772674107,352,47996,89
674,342,820060141134346,328344450,197,10233,19
675,343,820060497586564,1633144796,357,25895,48
676,343,820060856078755,838409866,302,24313,45
677,344,820061207067412,3258743209,137,23213,43
678,344,820061563738818,910085289,252,29632,55
679,345,820061913377316,3742207682,217,39857,74
680,345,820062265743617,3634098374,332,57121,106
681,346,820062621107693,3369132436,277,82491,153
682,346,820062970670538,2815874273,322,172474,320
683,347,820063329121378,1810244979,272,145535,270
684,347,820063681737044,436289862,247,132026,245
685,348,820064036065064,2583618761,317,169868,315
686,348,820064397602938,3040876026,242,129464,240
687,349,820064755067450,2923761401,312,167186,310
688,349,820065112372270,2384568058,142,75587,140
689,350,820065463103162,2151575376,212,86333,160
690,350,820065818874373,602396046,292,40966,76
691,351,820066170618893,329155682,332,177838,330
692,351,820066531159870,2949810981,307,164437,305
693,352,820066888470057,1766693242,327,145161,269
694,352,820067247595769,3931445500,302,50729,94
695,353,820067612651866,1145099717,347,29148,54
696,353,820067969968287,3777459940,202,23753,44
697,354,820068320822261,2792828999,332,32325,60
698,354,820068685028714,2304582511,262,140141,260
699,355,820069035966501,17009207,287,153590,285
700,355,820069392913553,2698623963,332,177920,330
701,356,820069754783055,1650057384,312,167173,310
702,356,820070113058190,3975441921,327,175197,325
703,357,820070468944270,3758809049,172,91837,170
704,357,820070818358137,2021777609,322,172694,320
705,358,820071171441590,1859732510,197,105287,195
706,358,820071530808501,2923896104,337,180699,335
707,359,820072252882466,1322707390,347,186169,345
708,360,820072606340601,3650861775,192,102591,190
709,360,820072966010264,2806991690,167,76130,141
710,361,820073324943785,3379613106,147,26447,49
711,361,820073687925594,3539175692,137,17330,32
712,362,820074051013258,452482291,142,24335,45
713,362,820074415064170,1442670010,137,28107,52
714,363,820074770301717,3403541588,137,31963,59
715,363,820075125530653,2898024796,142,62200,115
716,364,820075481439300,51444214,137,72980,135
717,364,820075836037691,1605206227,132,70347,130
718,365,820076195010830,818074698,127,67679,125
719,365,820076553925473,3225603866,127,32492,60
720,366,820076911960369,1983182510,147,70801,131
721,366,820077268945338,16649928,132,70180,130
722,367,820077628087774,451482387,152,81141,150
723,367,820077986326270,3449499590,137,73109,135
724,368,820078340985350,3242425125,137,72879,135
725,368,820078692020316,3004873461,142,75425,140
726,369,820079041982082,1792934352,132,70103,130
727,369,820079403981652,1503170325,132,70111,130
728,370,820079762965449,2584929571,127,67435,125
729,370,820080116075946,414210847,147,78114,145
730,371,820080470023389,966364848,122,64744,120
731,371,820080826988383,123308812,137,72773,135
732,372,820081187579722,2695053027,147,78112,145
733,372,820081538136650,3479084162,132,70076,130
734,373,820081893971744,3117067283,137,72771,135
735,373,820082248944490,2207864396,147,78133,145
736,374,820082599841446,666936003,132,70143,130
737,374,820082956915200,1169039629,117,62078,115
738,375,820083306954263,4229750121,132,70111,130
739,375,820083665978703,1703968607,132,70160,130
740,376,820084025057921,370616170,127,58799,109
741,376,820084386443367,2191689817,142,52822,98
742,377,820084738978719,695638859,137,72751,135
743,377,820085096962982,2549361591,137,72764,135
744,378,820085451988549,3624066943,137,72787,135
745,378,820085805070567,2530110258,127,67411,125
746,379,820086156318123,3368335981,122,64787,120
747,379,820086511129413,2452013501,127,67421,125
748,380,820086864171423,4178163134,142,75414,140
749,380,820087227043603,108403416,137,72794,135
750,381,820087577490955,1024825689,122,64771,120
751,381,820087937173767,1413637373,137,72834,135
752,382,820088293037952,4125012263,132,70077,130
753,382,820088650269542,5914731,122,64716,120
754,383,820089009224373,1378046465,137,72822,135
755,383,820089363131140,2600283908,137,72790,135
756,384,820089724395277,2903898754,147,78152,145
757,384,820090083116790,1144848619,132,70101,130
758,385,820090446060750,1776689523,127,67463,125
759,385,820090802415797,934714910,137,72780,135
760,386,820091166214055,147939299,137,72807,135
761,386,820091517276252,1539547644,147,78097,145
762,387,820091868084674,1552709172,127,67460,125
763,387,820092219069408,2038890607,132,70110,130
764,388,820092576792171,2849262213,152,80852,150
765,388,820092928150786,644496319,132,63095,117
766,389,820093279012310,3300700802,137,72753,135
767,389,820093634039257,2822849065,142,64101,119
768,390,820093987363394,3984143236,127,56105,104
769,390,820094343056389,425026435,127,67452,125
770,391,820094697978803,1376834941,127,67422,125
771,391,820095051992579,2360457759,142,75446,140
772,392,820095410762700,3285385528,132,70115,130
773,392,820095771020500,1745165859,132,70053,130
774,393,820096122426804,1406186208,137,72768,135
775,393,820096471076376,904515502,137,72692,135
776,394,820096833066396,631653701,147,78191,145
777,394,820097183706940,2143579731,142,75435,140
778,395,820097543383156,3566254199,137,66310,123
779,395,820097905950891,565823667,137,21547,40
780,396,820098265101238,3530627212,122,17306,32
781,396,820098624023749,1768603797,127,31865,59
782,397,820098987064258,2773924260,147,36112,67
783,397,820099343032040,3232608815,137,58197,108
784,398,820099696118096,1078860280,147,78172,145
785,398,820100052977817,1089544436,147,78205,145
786,399,820100412387579,1583489816,132,70106,130
787,399,820100770105375,2874383677,137,67382,125
788,400,820101129511973,3702204912,142,52238,97
789,400,820101479993301,2316122006,137,51224,95
790,401,820101836021764,4261679285,142,60897,113
791,401,820102192053695,4023598224,122,64763,120
792,402,820102551064245,165307988,132,70094,130
793,402,820102910095155,2990794630,142,75457,140
794,403,820103264984582,3207731972,137,72781,135
795,403,820103628407668,2121938578,137,72755,135
796,404,820103991647862,209394442,142,75499,140
797,404,820104345127127,4209839719,127,67450,125
798,405,820104704171496,3042039170,147,78113,145
799,405,820105063145573,4103520790,142,75445,140
800,406,820105418135890,2382708151,147,78146,145
801,406,820105768973152,44490807,142,75432,140
802,407,820106120023524,3554976908,142,75430,140
803,407,820106475024724,2687188700,132,70079,130
804,408,820106828371159,1276094537,122,64789,120
805,408,820107184977468,969254347,152,80800,150
806,409,820107540016536,2845386560,137,47447,88
807,409,820107900205935,1929342156,142,75453,140
808,410,820108255096535,2825128363,137,72772,135
809,410,820108619827939,3761195414,137,72787,135
810,411,820108977112628,1043758400,142,75462,140
811,411,820109336043649,2398608949,137,72824,135
812,412,820109694430568,1063917045,147,78161,145
813,412,820110048261657,2139276290,132,70098,130
814,413,820110399889420,2719066731,137,72765,135
815,413,820110759040907,3945591588,132,70155,130
816,414,820111110079263,4287912413,142,75464,140
817,414,820111461023329,478726171,132,70091,130
818,415,820111818208831,900121756,137,72773,135
819,415,820112169046934,555304618,137,72745,135
820,416,820112527188091,1815476462,127,67485,125
821,416,820112883226522,4152020569,142,75416,140
822,417,820113236371845,3124039193,132,70138,130
823,417,820113594026621,3148696622,142,75421,140
824,418,820113946935810,3329373053,157,83493,155
825,418,820114295703556,4028318481,137,72793,135
826,419,820114650091966,2148173760,127,67416,125
827,419,820115009045263,4040519914,142,75467,140
828,420,820115359956484,1382464175,142,75442,140
829,420,820115719034940,3216412259,142,75504,140
830,421,820116074037930,3260540441,147,78094,145
831,421,820116429314088,448744201,137,72772,135
832,422,820116784041048,2209741834,132,70073,130
833,422,820117136969121,547350227,127,67419,125
834,423,820117499986658,3084583973,142,75497,140
835,423,820117855018458,1576212879,137,31277,58
836,424,820118216982677,2231141302,127,22651,42
837,424,820118572066454,4278416262,137,35618,66
838,425,820118930996813,909176027,147,26480,49
839,425,820119294473672,2963909185,137,18895,35
840,426,820119653338615,4161726536,137,24250,45
841,426,820120013984723,3539936274,127,43731,81
842,427,820120376973342,3377278129,147,24815,46
843,427,820120740033390,1163506854,137,17250,32
844,428,820121103072091,3695624564,142,44744,83
845,428,820121466320916,4236676430,142,42561,79
846,429,820121819913626,3935706471,137,30182,56
847,429,820122180345045,1267264382,137,18360,34
848,430,820122549936643,2043062504,132,9159,17
849,430,820122904380026,993918346,152,63037,117
850,431,820123260316940,2553401512,137,72774,135
851,431,820123615955298,2366346666,152,80836,150
852,432,820123973671132,3205377639,147,78177,145
853,432,820124327967064,207414862,327,175145,325
854,433,820124690975040,4082184262,187,99769,185
855,433,820125053336169,1083430908,352,188606,350
856,434,820125407830579,3731871417,297,143991,267
857,434,820125762867393,1220062623,247,101896,189
858,435,820126145785083,572312803,297,159071,295
859,435,820126504940442,3034961985,147,78171,145
860,436,820126869343438,1595336057,147,78152,145
861,436,820127218685023,1170506092,137,72767,135
862,437,820127567935448,3843694222,142,25382,47
863,437,820127922620257,1658268883,292,66853,124
864,438,820128283127292,1320742311,352,51721,96
865,438,820128640377242,2837222414,287,52268,97
866,439,820128988026786,3808998515,197,81435,151
867,439,820129348595162,669155568,332,177939,330
868,440,820129703971930,684600324,282,151014,280
869,440,820130062882547,1636273329,162,86301,160
870,441,820130417657161,3648707562,262,140228,260
871,441,820130769940208,4018849985,192,102420,190
872,442,820131128971323,1929399189,127,67503,125
873,442,820131490999426,2542457113,287,153673,285
874,443,820131840574644,375335336,152,80834,150
875,443,820132193606881,2938444303,192,102431,190
876,444,820132550030140,1337387892,242,129488,240
877,444,820132903743105,4074462711,287,153614,285
878,445,820133262674404,674315330,337,180742,335
879,445,820133620603348,2885565073,292,156533,290
880,446,820133975188033,3932658104,342,144582,268
881,446,820134338324073,2180897324,302,115937,215
882,447,820134697067589,4259679344,347,45809,85
883,447,820135050172930,3390294335,262,42558,79
884,448,820135406719640,1931583765,332,113726,211
885,448,820135758026082,2215267297,237,126765,235
886,449,820136116318029,2020132584,317,169925,315
887,449,820136478024273,2276848472,192,102492,190
888,450,820136837092216,3237573047,332,177888,330
889,450,820137192464526,719356508,197,105067,195
890,451,820137547966078,1513003583,307,164382,305
891,451,820137898270689,2609712011,282,151046,280
892,452,820138259995867,2369126979,312,167329,310
893,452,820138624866937,4214815559,332,178200,330
894,453,820138972895086,2460837266,257,120293,223
895,453,820139329864680,3073697956,147,58474,108
896,454,820139692841245,170795270,327,81645,151
897,454,820140048858071,2259280789,337,53445,99
898,455,820140399849959,364293337,167,76841,142
899,455,820140757931267,4194552108,277,148532,275
900,456,820141108927472,3697099806,307,164632,305
901,456,820141460284214,2096198269,207,95538,177
902,457,820141815972777,2229719679,142,75455,140
903,457,820142166664442,2046746835,217,115941,215
904,458,820142525994634,972490364,237,126928,235
905,458,820142884092094,1909497159,287,153731,285
906,459,820143236099377,303866688,207,110839,205
907,459,820143592284800,2017219959,297,159315,295
908,460,820143954525884,2454062260,327,175513,325
909,460,820144312391819,1128001752,302,161905,300
910,461,820144668349629,876222152,322,142339,264
911,461,820145025743293,2554113032,347,182756,339
912,462,820145381064351,573964126,257,128837,239
913,462,820145738666129,4271719383,312,136939,254
914,463,820146094053042,1736697450,237,124668,231
915,463,820146445018349,369933576,227,33519,62
916,464,820146795365983,2730206424,232,91816,170
917,464,820147150224256,3795334085,267,143211,265
918,465,820147505101868,2509173696,242,121012,224
919,465,820147861116261,1497301851,327,94521,175
920,466,820148220822494,657127366,362,32370,60
921,466,820148580127705,2909387820,277,31910,59
922,467,820148940336741,1531987870,214,104191,193
923,467,820149287389830,1094108198,340,181678,337
924,468,820149637970537,2965845305,297,158962,295
925,468,820149991843321,2402094482,327,147685,274
926,469,820150346849854,4061246180,337,109572,203
927,469,820150700898017,948657335,242,129541,240
928,470,820151057178861,2397184131,262,140475,260
929,470,820151417406618,1075192369,132,70394,130
930,471,820151765745269,2690410111,267,143188,265
931,471,820152121122965,2973202134,322,159783,296
932,472,820152474789460,3940103971,282,48089,89
933,472,820152832463809,4288137883,337,87471,162
934,473,820153186130237,3391251804,292,156385,290
935,473,820153547900114,3892720691,332,37793,70
936,474,820154582525693,2786022819,172,34519,64
937,475,820154634093981,1144510210,192,32920,61
938,475,820154996311357,4039595162,357,49615,92
939,476,820155351562201,1718955408,172,78758,146
940,476,820155707132225,772183779,342,183258,340
941,477,820156061575866,78336567,277,135369,251
942,477,820156424880437,3810148568,332,111587,207
943,478,820156785947960,3302806897,332,76098,141
944,478,820157133971746,1575338271,142,19498,36
945,479,820157480330129,3498341686,257,28629,53
946,479,820157840752484,2199706763,307,21622,40
947,480,820158192303050,1986241996,147,58808,109
948,480,820158551899981,666026185,142,75584,140
949,481,820158907992251,1960061469,317,169912,315
950,481,820159262727111,1742748902,322,172579,320
951,482,820159621099242,1223481029,242,129596,240
952,482,820159979798961,532075017,282,128944,239
953,483,820160329657644,2666716915,252,33996,63
954,483,820160688751487,1083558402,332,28069,52
955,484,820161039891700,1738330556,342,58293,108
956,484,820161394700811,1757556566,342,54024,100
957,485,820161752387537,990896900,352,23745,44
958,485,820162108206997,331111563,282,27006,50
959,486,820162465240980,597585690,247,117855,218
960,486,820162820843003,3451927855,147,78554,145
961,487,820163175539744,1962010142,177,94744,175
962,487,820163529919539,413816824,232,124376,230
963,488,820163884328083,920609401,277,148560,275
964,488,820164233440622,3467871432,207,70892,131
965,489,820164584612862,2558501011,322,37243,69
966,489,820164944911195,471114055,272,43209,80
967,490,820165301999859,3534645981,322,10809,20
968,490,820165658030981,3161524264,142,27493,51
969,491,820166008503406,2642960950,207,20501,38
970,491,820166358027369,686860225,312,80309,149
971,492,820166717878430,2338205987,357,143878,267
972,492,820167075453995,1642671808,347,186027,345
973,493,820167441142801,1036401364,337,180649,335
974,493,820167793705487,1758579740,362,194081,360
975,494,820168141106145,4206584365,277,148304,275
976,494,820168500868206,308023816,317,169736,315
977,495,820168848030529,3289531200,272,145624,270
978,495,820169206887008,2965400193,252,134726,250
979,496,820169565859157,1809350726,157,41485,77
980,496,820169926917711,242154865,187,71216,132
981,497,820170288082750,385958571,197,105200,195
982,497,820170645172679,1223942860,292,156464,290
983,498,820171004414675,3598489624,267,143052,265
984,498,820171364763475,2644652993,322,172672,320
985,499,820171721190002,305889485,317,169926,315
986,499,820172074580541,343908060,362,194057,360
987,500,820172433049539,1564714981,332,177953,330
988,500,820172782579743,1837053541,332,177906,330
989,501,820173140634503,4252260030,307,155738,289
990,501,820173498406217,1827479191,347,181040,336
991,502,820173863741096,2120465012,302,42028,78
992,502,820174217166821,2219791501,287,28590,53
993,503,820174574025697,3640251111,142,9157,17
994,503,820174928896833,3945637016,142,56125,104
995,504,820175287734239,892553805,187,99704,185
996,504,820175645329140,2816776398,262,122843,228
997,505,820175999901904,677097328,147,33448,62
998,505,820176354926023,155110457,147,21009,39
999,506,820176713235084,2114928370,352,99195,184
1000,506,820177077119219,4278068275,157,46911,87
1001,507,820177432150598,723671671,132,70152,130
1002,507,820177783057781,2484727052,252,134835,250
1003,508,820178136572070,3929162592,362,194063,360
1004,508,820178498821004,628492952,337,147899,274
1005,509,820178856922596,371895951,332,178157,330
1006,509,820179219135617,98796170,242,129613,240
1007,510,820179573183287,768880311,252,134884,250
1008,510,820179931874528,539784954,277,148198,275
1009,511,820180286766614,708363222,297,158966,295
1010,511,820180640186929,3108641820,257,137468,255
1011,512,820180993265050,2296074715,137,42559,79
1012,512,820181348957646,1817936980,222,34517,64
1013,513,820181700040293,1096490144,212,45256,84
1014,513,820182054273209,4104771652,327,55548,103
1015,514,820182406838960,1093442891,332,46373,86
1016,514,820182757793731,3646552641,187,21666,40
1017,515,820183117461712,565376102,357,37731,70
1018,515,820183470167411,3001460344,242,41601,77
1019,516,820183829936535,3721111458,202,97378,180
1020,516,820184184860626,2520066173,142,75712,140
1021,517,820184538098741,112302734,127,59033,109
1022,517,820184890692222,1146515731,252,31887,59
1023,518,820185241847104,2603099360,347,58312,108
1024,518,820185594142931,2827337914,177,15791,29
1025,519,820185944751929,3758815465,347,49743,92
1026,519,820186299414787,611340289,142,22259,41
1027,520,820186661797019,1758302155,277,148609,275
1028,520,820187014796655,2067142475,217,116042,215
1029,521,820187370033392,1211669333,167,89065,165
1030,521,820187733299630,4088887588,182,97134,180
1031,522,820188095684375,4106121978,287,153646,285
1032,522,820188458955287,948751091,177,83317,154
1033,523,820188812546415,2150036476,142,65460,121
1034,523,820189172930011,3774265089,192,23821,44
1035,524,820189530559223,215305387,332,62054,115
1036,524,820189886823777,2687211847,322,57725,107
1037,525,820190240936799,122674005,232,55079,102
1038,525,820190596898991,2997319056,307,40485,75
1039,526,820190951544170,1792292037,222,18889,35
1040,526,820191308970944,3171558519,307,37739,70
1041,527,820191671947603,3510053673,237,126678,235
1042,527,820192027160099,855753731,207,110591,205
1043,528,820192380291605,1386061391,252,134775,250
1044,528,820192735372756,3970823274,247,132052,245
1045,529,820193088100465,2879808351,147,78234,145
1046,529,820193435052449,516365285,362,170251,316
1047,530,820193780669785,1483688695,337,35587,66
1048,530,820194137866989,2976796120,352,16201,30
1049,531,820194487367908,1484318854,332,145020,269
1050,531,820194839872266,3291857204,172,91955,170
1051,532,820195192048185,2559781360,137,73164,135
1052,532,820195548963198,3262441765,137,73176,135
1053,533,820195908281569,218922699,242,129730,240
1054,533,820196271992053,250922631,332,178173,330
1055,534,820196629818868,285002057,342,133385,247
1056,534,820196985894412,2338033395,252,22108,41
1057,535,820197343506527,92916987,207,29683,55
1058,535,820197708552685,3597264947,297,154736,287
1059,536,820198070934259,1022750858,307,164491,305
1060,536,820198434124254,1422402145,157,83604,155
1061,537,820198782416869,2399342648,287,153689,285
1062,537,820199141868835,2434729092,322,172433,320
1063,538,820199502780923,661005042,302,161679,300
1064,538,820199859482590,382430833,282,151058,280
1065,539,820200220505446,1721596317,302,162123,300
1066,539,820200579746283,1322405325,167,89291,165
1067,540,820200937963845,3953186129,182,97374,180
1068,540,820201300486912,762522663,326,175454,325
1069,541,820201650334099,3956602126,238,59467,110
1070,541,820202006940966,1054443934,327,148390,275
1071,542,820202363074023,2704501261,332,178192,330
1072,542,820202714244075,571499144,187,99995,185
1073,543,820203070024299,2530587604,152,81139,150
1074,543,820203429093102,3061303514,137,73063,135
1075,544,820203782880257,4198095777,307,164685,305
1076,544,820204130799918,1117906636,357,191641,355
1077,545,820204488601804,750173786,362,194398,360
1078,545,820204852180445,2820119695,347,186222,345
1079,546,820205196626212,1902189979,332,178141,330
1080,546,820205549934204,1595716615,332,178255,330
1081,547,820205911741806,4220879393,342,183517,340
1082,547,820206266491985,3805931291,357,191472,355
1083,548,820206626683860,697690918,352,188657,350
1084,548,820206981202304,230291000,357,191263,355
1085,549,820207342403697,3646137038,187,81943,152
1086,549,820207703132922,3084251160,132,65787,122
1087,550,820208066092517,475091154,142,75502,140
1088,550,820208429409965,2981520663,147,78146,145
1089,551,820208784876739,364459217,147,78110,145
1090,551,820209144059093,1086719097,147,78153,145
1091,552,820209503098909,201311373,137,64166,119
1092,552,820209859068306,3879583959,137,33397,62
1093,553,820210213015931,393477393,167,35563,66
1094,553,820210569765047,3837820678,137,22121,41
1095,554,820210924733427,800704967,227,57154,106
1096,554,820211287995449,466199982,272,44229,82
1097,555,820211643071782,358867395,257,129898,241
1098,555,820211999509910,1156688725,167,88913,165
1099,556,820212364373799,985438159,272,145583,270
1100,556,820212716642561,2571488597,287,153714,285
1101,557,820213074633030,3101578916,282,110599,205
1102,557,820213434244417,2546962378,352,78724,146
1103,558,820213790727307,918347113,352,49083,91
1104,558,820214145078975,2875372360,337,53372,99
1105,559,820214506777320,2452401331,322,22099,41
1106,559,820214864954986,2042229208,232,38298,71
1107,560,820215228344312,870453999,137,18357,34
1108,560,820215587339461,2012566352,227,36143,67
1109,561,820215939138741,32147857,332,99205,184
1110,561,820216289519064,3753622156,347,186030,345
1111,562,820216640616888,4000823073,252,134770,250
1112,562,820216995856751,690958504,142,70618,131
1113,563,820217350735856,4139280069,147,31838,59
1114,563,820217710653724,2090997157,342,70647,131
1115,564,820218063734713,1051390808,277,143473,266
1116,564,820218415341436,2593089999,277,148267,275
1117,565,820218774634929,412417724,212,113212,210
1118,565,820219131908063,2829341920,272,145611,270
1119,566,820219491861075,3331085606,262,140146,260
1120,566,820219855708722,702479642,262,140289,260
1121,567,820220211745226,3894931989,327,175212,325
1122,567,820220567387754,1314278108,262,140076,260
1123,568,820220930281725,2520837468,347,186067,345
1124,568,820221290082325,271683328,227,121587,225
1125,569,820221647334033,494428465,147,53631,99
1126,569,820221997975034,3314994116,142,28188,52
1127,570,820222354085747,2646485858,137,18422,34
1128,570,820222711095049,3514400414,222,31961,59
1129,571,820223064518020,973586266,327,31911,59
1130,571,820223418452455,2781885008,322,109451,203
1131,572,820223770862964,3002227271,317,169838,315
1132,572,820224132888092,108856493,142,75540,140
1133,573,820224485982827,197008545,132,70198,130
1134,573,820224845674602,1320272843,192,102382,190
1135,574,820225208991779,3395622083,277,148398,275
1136,574,820225569735759,1242079191,352,188947,350
1137,575,820225919600044,4282239862,262,51355,95
1138,575,820226264616476,420806489,272,25960,48
1139,576,820226620946029,1613986412,337,68567,127
1140,576,820226977662932,2959964609,367,69600,129
1141,577,820227340611504,215118254,312,42659,79
1142,577,820227695880679,3330761643,332,83068,154
1143,579,820228765110587,1825930701,332,177839,330
1144,579,820229115743068,3919775110,312,167308,310
1145,580,820229474132349,2183293728,332,178163,330
1146,580,820229825219040,1051806529,232,62252,115
1147,581,820230179028073,2015780729,217,20064,37
1148,581,820230531067266,1649797420,237,22197,41
1149,582,820230890877199,3088881014,342,56617,105
1150,582,820231251841814,1477610387,237,23701,44
1151,583,820231604620604,4138835543,332,23215,43
1152,583,820231957519276,1879640726,342,25321,47
1153,584,820232314095879,77578403,282,27487,51
1154,584,820232669550556,3497174550,197,31808,59
1155,585,820233022830637,2447484846,327,45819,85
1156,585,820233377698375,1619105046,347,145483,270
1157,586,820233736982660,1782176432,292,156383,290
1158,586,820234101296460,1127182651,322,172601,320
1159,587,820234454852263,246082537,352,167638,311
1160,587,820234819057732,195469690,357,80333,149
1161,588,820235171021579,1929283029,342,101950,189
1162,588,820235531980997,3885307276,302,161862,300
1163,589,820235883758385,2604618774,212,113498,210
1164,589,820236242785148,4146799158,347,186261,345
1165,590,820236605062774,1990386354,357,129044,239
1166,590,820236958363979,2773055384,332,25329,47
1167,591,820237313580767,3060589074,332,24284,45
1168,591,820237672285854,2860139745,227,53349,99
1169,592,820238028403732,2996450654,337,34533,64
1170,592,820238391937425,3136819823,252,37805,70
1171,593,820238749858652,2745492348,142,11368,21
1172,593,820239106817147,1473355966,287,19963,37
1173,594,820239469955518,2684111221,212,76631,142
1174,594,820239830412855,702397173,342,183489,340
1175,595,820240175430232,2317681792,322,162974,302
1176,595,820240528195596,3724887724,237,36705,68
1177,596,820240890588743,1517947450,347,43237,80
1178,596,820241244174840,2293877057,307,21022,39
1179,597,820241605067216,2332540177,152,18887,35
1180,597,820241955990429,1308714043,197,29146,54
1181,598,820242315100097,2659404199,337,28613,53
1182,598,820242669891522,2712564389,337,23216,43
1183,599,820243024906643,1322162588,342,89161,165
1184,599,820243386649438,3101308552,342,183720,340
1185,600,820243741744159,2295927664,347,186368,345
1186,600,820244105183036,3233963625,347,175047,324
1187,601,820244461911587,151437371,312,164805,305
1188,601,820244821548927,4174651275,367,75088,139
1189,602,820245180242110,2543264083,347,106375,197
1190,602,820245534350689,3162923944,282,151280,280
1191,603,820245887112283,1014578411,317,82015,152
1192,603,820246243032721,3809297428,292,46923,87
1193,604,820246601680464,562603939,347,35070,65
1194,604,820246954299024,2643217979,317,40485,75
1195,605,820247309837105,1021210328,282,23760,44
1196,605,820247660783378,526510100,347,51762,96
1197,606,820248015880650,2415116968,222,28637,53
1198,606,820248367063060,52614330,242,103267,191
1199,607,820248728792685,3786440701,157,84006,155
1200,607,820249076974942,1796670603,197,105488,195
1201,608,820249430887892,129826453,157,53110,98
1202,608,820249782708574,2366583011,317,58959,109
1203,609,820250130763594,280693522,312,25389,47
1204,609,820250487729894,683370706,347,19397,36
1205,610,820250839561343,4253876031,327,167567,310
1206,610,820251191011648,1922951712,282,151361,280
1207,611,820251545437657,1958134027,312,145996,270
1208,611,820251909018063,4170829273,292,134045,248
1209,612,820252269867254,1734470479,352,52851,98
1210,612,820252621074389,2533764731,297,16181,30
1211,613,820252981409005,4071612314,142,23181,43
1212,613,820253335712715,2750043106,127,10779,20
1213,614,820253687380141,3404314220,142,14073,26
1214,614,820254039042193,2574960035,192,60400,112
1215,615,820254395063337,2816911762,262,140286,260
1216,615,820254757081635,4137234305,147,59326,110
1217,616,820255107757064,3083094082,147,48055,89
1218,616,820255459052487,3494599389,132,16226,30
1219,617,820255817970630,3029760966,142,22633,42
1220,617,820256172034428,3997470747,142,22635,42
1221,618,820256522774008,1973445052,132,24844,46
1222,618,820256880285587,3331150273,132,16731,31
1223,619,820257237826523,1774889030,147,16183,30
1224,619,820257592547167,1205958371,132,16735,31
1225,620,820257942970112,837929144,292,89002,165
1226,620,820258297929830,32477303,147,78234,145
1227,621,820258647856436,2128573208,132,64191,119
1228,621,820259002694961,1579052567,332,174779,324
1229,622,820259361178277,3546637094,187,80889,150
1230,622,820259713492782,2956851390,142,61480,114
1231,623,820260065186864,1985689458,157,18320,34
1232,623,820260420718155,2548101446,292,51233,95
1233,624,820260777892028,3741931126,292,39908,74
1234,624,820261130874421,4169152777,222,37853,70
1235,625,820261490056099,1183249878,252,45272,84
1236,625,820261845139363,431879519,272,86406,160
1237,626,820262200071988,107667284,142,75499,140
1238,626,820262563079658,2042742868,187,99756,185
1239,627,820262925431147,197436845,157,83518,155
1240,627,820263282706223,2947872689,282,47409,88
1241,628,820263640369242,946462292,352,88451,164
1242,628,820263993629087,3944673497,342,183337,340
1243,629,820264351761764,2682763782,332,133926,248
1244,629,820264708355724,1069730524,357,45303,84
1245,630,820265067813727,3037189587,262,27488,51
1246,630,820265419813929,2007511570,322,172594,320
1247,631,820265773978732,107498266,317,169956,315
1248,631,820266132351331,3628430506,302,161937,300
1249,632,820266484278881,3471999098,152,80860,150
1250,632,820266843694120,3443652541,292,156385,290
1251,633,820267206773048,2743181613,247,87939,163
1252,633,820267562066700,2693878973,177,51284,95
1253,634,820267916964746,1747313315,157,22683,42
1254,634,820268280890884,642356465,312,45802,85
1255,635,820268640752751,4254213838,322,34496,64
1256,635,820268995882542,674694744,277,27045,50
1257,636,820269351760736,140840510,357,45311,84
1258,636,820269701210463,1321795136,327,44270,82
1259,637,820270059094562,2982440391,267,22102,41
